publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2024p725807,earthquake,2024-09-25T13:10:28.111Z,2024-09-25T13:47:21.409Z,171.0038299560547,-43.49406051635742,1.7059739839797443,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,2,0.22344546020030975,53.79106140136719,0.5319920269740859,0.3072616032810381
2024p725755,earthquake,2024-09-25T12:42:32.949Z,2024-10-01T22:12:15.240Z,172.8299560546875,-42.10359573364258,3.148798253609446,39.129737854003906,MLv,,LOCSAT,confirmed,manual,iasp91,48,29,18,0.11514636874198914,49.21366119384766,0.41474787424165266,0.2473348869505502
2024p722792,earthquake,2024-09-24T10:24:01.477Z,2024-09-24T12:17:29.574Z,173.7144317626953,-42.11798858642578,2.460964563140049,23.397069931030273,MLv,,LOCSAT,confirmed,manual,iasp91,26,18,6,0.07966309040784836,74.93464660644531,0.4645557972187548,0.21413514552155427
2024p722788,earthquake,2024-09-24T10:21:55.514Z,2024-09-24T10:51:13.127Z,172.48953247070312,-42.742149353027344,2.4052106975419933,10.42775821685791,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,2,0.14753372967243195,76.59695434570312,0.4637770177115456,0.5091699572266828
2024p722014,earthquake,2024-09-24T03:29:07.507Z,2024-09-24T03:39:50.976Z,169.94178771972656,-44.392391204833984,1.929381959538586,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,12,8,2,0.17408835887908936,119.5855712890625,0.42569108851982557,0.32168341095232994
2024p717697,earthquake,2024-09-22T13:09:09.012Z,2024-09-22T13:16:51.452Z,172.14830017089844,-43.50950622558594,1.5179658269240122,4.587861061096191,MLv,,LOCSAT,confirmed,manual,iasp91,23,15,3,0.03899315372109413,67.93914031982422,0.39621774705954704,0.15172846354256397
2024p716690,earthquake,2024-09-22T04:12:29.538Z,2024-09-22T04:18:44.767Z,172.9047088623047,-42.64414596557617,2.477616765259165,8.983078956604004,MLv,,LOCSAT,confirmed,manual,iasp91,36,26,1,0.0958036482334137,44.55509948730469,0.6175717738985067,0
2024p714965,earthquake,2024-09-21T12:53:52.694Z,2024-09-21T14:14:50.416Z,173.06488037109375,-42.4187126159668,2.3937083804406534,31.849536895751953,MLv,,LOCSAT,confirmed,manual,iasp91,32,23,4,0.2007933408021927,92.5962905883789,0.5911848637541132,0.27743042584453226
2024p711916,earthquake,2024-09-20T09:48:51.972Z,2024-09-20T10:05:30.449Z,173.39614868164062,-42.35821533203125,1.9962033035128808,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,6,0.12053469568490982,104.2542724609375,0.4291638540888079,0.21454231795527656
2024p711438,earthquake,2024-09-20T05:34:15.003Z,2024-09-20T06:48:01.505Z,173.5625457763672,-42.259239196777344,2.3450128737900484,4.531505107879639,MLv,,LOCSAT,confirmed,manual,iasp91,24,15,7,0.157613143324852,93.29698944091797,0.31507424245886406,0.1569403121836628
2024p711050,earthquake,2024-09-20T02:07:38.927Z,2024-09-20T02:31:11.154Z,175.3416748046875,-42.83841323852539,2.473143841747732,52.00804138183594,MLv,,LOCSAT,confirmed,manual,iasp91,20,14,4,1.2700201272964478,223.549373626709,0.7012847162096756,0.7966925131040418
2024p710397,earthquake,2024-09-19T20:19:43.071Z,2024-09-19T21:12:53.843Z,172.7791748046875,-42.67214584350586,1.9423590047745944,6.223511219024658,MLv,,LOCSAT,confirmed,manual,iasp91,33,22,1,0.03294325992465019,72.06461334228516,0.40959008476519543,0
2024p709645,earthquake,2024-09-19T13:39:13.449Z,2024-09-19T18:50:18.384Z,173.0872039794922,-42.43492889404297,2.1765728658930756,33.48073959350586,MLv,,LOCSAT,confirmed,manual,iasp91,24,13,1,0.1860801726579666,100.75100708007812,0.8864405688934639,0
2024p709567,earthquake,2024-09-19T12:57:31.514Z,2024-09-19T15:19:49.232Z,172.49118041992188,-42.68742370605469,2.0999582287766088,4.869368553161621,MLv,,LOCSAT,confirmed,manual,iasp91,26,18,4,0.09312500804662704,59.89764404296875,0.43344393632435774,0.2085686648713669
2024p707640,earthquake,2024-09-18T19:50:39.409Z,2024-09-25T01:08:30.255Z,170.90457153320312,-43.91944122314453,2.7435740583823027,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,28,17,7,0.18875184655189514,72.9914779663086,0.5049524004998822,0.20635763138087596
2024p705543,earthquake,2024-09-18T01:13:36.696Z,2024-09-18T01:32:38.066Z,172.40567016601562,-43.588539123535156,1.6925961827235017,6.154585361480713,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,6,0.018366346135735512,108.55266761779785,0.24029226580142043,0.2826164056930213
2024p704633,earthquake,2024-09-17T17:08:40.091Z,2024-09-17T17:20:21.774Z,172.2859344482422,-42.798099517822266,2.2436464095124684,4.239046573638916,MLv,,LOCSAT,confirmed,manual,iasp91,25,18,2,0.01974732242524624,54.116455078125,0.36288306554975913,0.03984215756865445
2024p701204,earthquake,2024-09-16T10:41:30.626Z,2024-09-16T11:03:05.883Z,172.47665405273438,-43.29172134399414,1.7380561130035597,22.43903350830078,MLv,,LOCSAT,confirmed,manual,iasp91,24,20,2,0.07256269454956055,57.60552978515625,0.5462914181122508,0.17389098359031305
2024p701194,earthquake,2024-09-16T10:36:13.316Z,2024-09-23T23:50:56.671Z,170.5286102294922,-43.94600296020508,2.884817357900452,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,19,9,0.08331208676099777,38.635711669921875,0.5336477872587364,0.18437078635640008
2024p700026,earthquake,2024-09-16T00:14:20.340Z,2024-09-16T00:54:14.432Z,171.0863494873047,-43.68959045410156,1.9026550453077786,6.794863700866699,MLv,,LOCSAT,confirmed,manual,iasp91,20,13,3,0.03435889258980751,66.68950653076172,0.6152368317808599,0.1547018629580452
2024p698647,earthquake,2024-09-15T11:59:30.464Z,2024-09-15T12:20:11.368Z,172.053955078125,-43.5682487487793,1.6937148140404197,3.82941198348999,MLv,,LOCSAT,confirmed,manual,iasp91,35,20,4,0.0310030784457922,51.96963882446289,0.3931954324768224,0.13051740374603898
2024p698183,earthquake,2024-09-15T07:52:24.802Z,2024-09-15T13:39:14.702Z,171.80142211914062,-43.64430618286133,1.6313863388289824,20.76470375061035,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,5,0.12727899849414825,61.8480110168457,0.5411764991579191,0.2907837332971496
2024p696023,earthquake,2024-09-14T12:41:16.280Z,2024-09-14T14:46:56.541Z,173.74435424804688,-42.26780319213867,1.740037641138924,9.164955139160156,MLv,,LOCSAT,confirmed,manual,iasp91,22,16,4,0.13398593664169312,166.6946029663086,0.432297712099124,0.12753469525188196
2024p691885,earthquake,2024-09-12T23:56:39.209Z,2024-09-13T01:28:22.472Z,172.88946533203125,-43.28730392456055,2.2472751830786857,19.094493865966797,MLv,,LOCSAT,confirmed,manual,iasp91,28,18,2,0.20619836449623108,141.1117763519287,0.4508860175373401,0.2738402340731426
2024p691754,earthquake,2024-09-12T22:46:51.780Z,2024-09-12T23:20:55.400Z,172.90679931640625,-43.291744232177734,2.2751394653738455,16.62502098083496,MLv,,LOCSAT,confirmed,manual,iasp91,25,16,2,0.21928496658802032,143.7981662750244,0.4993294674910693,0.11098094910488132
2024p691744,earthquake,2024-09-12T22:41:36.409Z,2024-09-18T02:33:21.516Z,172.91510009765625,-43.28166580200195,3.9757172416029625,21.225746154785156,MLv,,LOCSAT,confirmed,manual,iasp91,62,38,23,0.18506264686584473,138.51184463500977,0.44841881429534775,0.25872337678766233
2024p691745,earthquake,2024-09-12T22:41:22.387Z,2024-09-12T23:39:23.423Z,172.9280242919922,-43.3010368347168,2.3679701572834446,18.6607723236084,MLv,,LOCSAT,confirmed,manual,iasp91,18,11,9,0.20534388720989227,154.18908500671387,0.428148457844516,0.1076590948805006
2024p690930,earthquake,2024-09-12T15:28:01.080Z,2024-09-12T16:39:52.313Z,171.59915161132812,-43.2103385925293,1.6442503245603763,1.6372891664505005,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,2,0.09237336367368698,64.89895629882812,0.4535613665588771,0.40307343863206124
2024p690520,earthquake,2024-09-12T11:49:19.410Z,2024-09-13T01:25:38.076Z,173.32293701171875,-42.36689758300781,2.5171084941593107,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,14,8,0.16738790273666382,92.29365539550781,0.4727944052986708,0.12600209974697232
